15.101	0.85333	0.088	-0.032833
15.101	0.89333	0.089	-0.037567
15.101	0.90667	0.089433	-0.038467
15.234	0.91667	0.094633	-0.041667
15.967	1	0.1178	-0.061267
17	1.0267	0.13397	-0.066367
18	1.06	0.1964	-0.10083
18.933	1.11	0.30063	-0.1423
19.9	1.14	0.44247	-0.22227
20.833	0.99333	0.45427	-0.21513
21.967	1.01	0.44767	-0.18647
22.833	1.18	0.5105	-0.20057
23.433	1.1833	0.57433	-0.23367
24.1	0.99667	0.51563	-0.20357
24.633	0.97667	0.50087	-0.18277
24.601	0.97667	0.4963	-0.1831
24.701	0.91333	0.48907	-0.18163
24.769	0.89333	0.47587	-0.16693
24.668	0.89333	0.4579	-0.15097
24.601	0.90333	0.47423	-0.17257
24.5	0.86333	0.4486	-0.15557
23.867	0.81667	0.41607	-0.1388
22.8	0.73333	0.34597	-0.1069
21.8	0.78	0.30253	-0.0854
20.733	0.79667	0.29843	-0.10427
19.6	0.77667	0.2712	-0.10487
18.7	0.78	0.2227	-0.0879
17.633	0.85	0.2144	-0.109
16.967	0.76	0.17053	-0.078433
16.233	0.71333	0.13143	-0.050733
15.6	0.69667	0.10927	-0.035233
15.433	0.74333	0.092233	-0.030767
15.102	0.8	0.087167	-0.027567
