9.2003	0.75	0.024267	-0.024167
9.2337	0.78	0.028233	-0.032067
9.1333	0.77	0.0289	-0.031167
9.267	0.79333	0.0328	-0.041833
9.5333	0.82	0.031533	-0.037867
10.433	0.86333	0.037833	-0.037633
11.3	0.88	0.042233	-0.030867
12.233	0.90333	0.050233	-0.035633
13.2	0.92	0.0608	-0.037033
14.167	0.94	0.074033	-0.036833
15.2	0.95333	0.095033	-0.047633
16.067	0.92	0.1192	-0.058433
16.8	0.83667	0.18867	-0.0912
17.433	0.74	0.20017	-0.087267
18.067	0.85	0.2424	-0.11387
18.533	0.74333	0.22887	-0.099833
18.733	0.81667	0.24603	-0.1073
18.801	0.84	0.24793	-0.11333
18.803	0.76333	0.22607	-0.094533
18.803	0.79333	0.24057	-0.099033
18.901	0.76333	0.24847	-0.10023
18.8	0.70333	0.20747	-0.080167
18.3	0.71667	0.2028	-0.082067
17.5	0.70333	0.16793	-0.065333
16.567	0.72667	0.15113	-0.0628
15.767	0.71	0.1178	-0.0519
14.767	0.7	0.093233	-0.0353
13.833	0.72333	0.0697	-0.0273
12.8	0.77667	0.056067	-0.0235
11.733	0.81333	0.0431	-0.024967
10.833	0.77667	0.035367	-0.0239
10.467	0.78667	0.039867	-0.0311
9.7667	0.76333	0.029967	-0.025667
9.5	0.75667	0.031767	-0.026767
9.268	0.76333	0.030933	-0.0304
9.2037	0.76	0.0289	-0.029133
