2.7667	0.32	0.0095	-0.0335
2.9003	0.32333	0.011033	-0.034167
3.235	0.39	0.011633	-0.0395
4.6667	0.51333	0.015967	-0.0411
6.2	0.67	0.0193	-0.042
7.8333	0.82667	0.0302	-0.047733
9.6333	0.96	0.0379	-0.049233
11.567	0.99667	0.055767	-0.051867
13.433	1.04	0.078333	-0.056367
15.333	1.0533	0.10177	-0.056
17.033	1.0633	0.15927	-0.0863
18.633	0.97333	0.31153	-0.1542
20.067	1.03	0.34183	-0.15287
21.467	0.95	0.36323	-0.14757
22.333	0.93667	0.40137	-0.16583
23.1	1.0033	0.44247	-0.1747
23.333	0.95333	0.41757	-0.1527
23.734	0.95667	0.4263	-0.15083
23.603	0.91	0.42203	-0.1462
23.467	0.93333	0.42173	-0.15167
22.9	0.87667	0.4045	-0.14807
22.033	0.81	0.36077	-0.12457
20.267	0.76667	0.30263	-0.1248
18.6	0.77333	0.24043	-0.1062
17.033	0.72333	0.14017	-0.050567
15.033	0.75667	0.094167	-0.0301
13.2	0.79	0.0641	-0.022333
11.233	0.77	0.0459	-0.021967
9.4667	0.71667	0.032967	-0.025567
7.7667	0.63	0.0213	-0.0225
6.2667	0.57333	0.0139	-0.0229
5.1	0.52	0.012733	-0.0301
3.9333	0.44667	0.0093333	-0.0344
3.1667	0.38333	0.0087333	-0.035233
2.835	0.33	0.0079	-0.033267
2.837	0.32	0.0096667	-0.034133
