-3.3667	-0.3	0.0099667	-0.0156
-2.7333	-0.23333	0.0061667	-0.0251
-1.0333	-0.076667	0.0028667	-0.033967
0.7	0.076667	0.0062	-0.037967
2.7	0.28333	0.014167	-0.048867
5	0.50333	0.024867	-0.0499
6.9333	0.70333	0.033667	-0.053167
9.0333	0.93	0.0478	-0.0584
11.067	1.11	0.059533	-0.0633
12.833	1.2667	0.079833	-0.0764
14.367	1.3233	0.1034	-0.089633
15.6	1.28	0.11897	-0.0884
16.7	1.2133	0.13747	-0.084967
17.2	1.1433	0.1806	-0.10643
17.167	1.04	0.24023	-0.12953
17.237	0.86333	0.27563	-0.14443
17.21	0.69	0.17677	-0.0649
17.202	0.86	0.17843	-0.077633
16.233	0.80667	0.1444	-0.068167
14.433	0.69	0.0973	-0.0454
12.9	0.58333	0.051233	-0.0077333
10.933	0.53333	0.0269	0.0016333
8.7667	0.48	0.0164	0.0064
6.7667	0.4	0.0079667	0.0051
4.6667	0.30667	0.0027	0.0016333
2.6667	0.22	0.0020667	-0.0054667
0.93333	0.11667	0.0025667	-0.0117
-0.63333	0.0066667	0.0047	-0.0192
-1.9333	-0.10667	0.0069333	-0.0173
-2.8	-0.19333	0.0076	-0.0184
-3.3	-0.26	0.0091667	-0.016567
-3.5	-0.29333	0.0105	-0.014767
-3.537	-0.30333	0.010567	-0.014567
