12.3	1.0267	0.063767	-0.054967
13.467	1.06	0.074367	-0.0577
14.333	1.0933	0.0851	-0.061433
15.3	1.09	0.0992	-0.065033
16.333	1.0833	0.13173	-0.0815
17.1	1.0733	0.181	-0.10617
17.767	1.04	0.2947	-0.1462
18.2	0.96	0.35697	-0.19393
18.633	0.73333	0.27993	-0.11347
18.801	0.83	0.2717	-0.123
18.934	0.88	0.29083	-0.14083
18.802	0.90333	0.3065	-0.14383
18.834	0.81333	0.2894	-0.13077
18.8	0.80333	0.26713	-0.1178
18.433	0.74667	0.23933	-0.1013
17.433	0.66333	0.19143	-0.078967
16.433	0.61667	0.15663	-0.063767
15.5	0.59333	0.1162	-0.043367
14.433	0.57333	0.080967	-0.021533
13.5	0.59333	0.058733	-0.013333
12.467	0.61	0.043333	-0.0032
11.533	0.64	0.0366	-0.0064667
10.633	0.67	0.0311	-0.011533
9.9333	0.67333	0.027367	-0.015333
9.5333	0.68667	0.0259	-0.014967
9.202	0.71	0.027867	-0.022533
9.2347	0.73	0.029233	-0.0247
9.2007	0.75333	0.029467	-0.029367
9.2003	0.77	0.027633	-0.032567
9.0677	0.79333	0.0258	-0.035433
9.2017	0.79	0.026933	-0.034767
9.9667	0.86667	0.038933	-0.0416
11	0.95333	0.050533	-0.052967
