-1.9667	-0.18333	0.0057	-0.019633
-0.4	-0.033333	0.0055667	-0.0309
1.3	0.13667	0.0075	-0.0334
3.0667	0.32667	0.0104	-0.037933
4.8333	0.52667	0.015167	-0.0419
6.8	0.71667	0.021667	-0.042733
8.6333	0.88	0.0272	-0.044667
10.5	0.99333	0.046067	-0.0536
12.167	1.0033	0.0609	-0.051433
13.767	0.98333	0.0732	-0.044967
15.1	1	0.096367	-0.048
16.067	0.99	0.12393	-0.063733
16.867	0.98333	0.16323	-0.0812
17.27	0.87667	0.2011	-0.099067
17.533	0.77667	0.18943	-0.0847
17.503	0.79333	0.16343	-0.065467
17.6	0.86667	0.18507	-0.085533
17.1	0.73667	0.1741	-0.073467
16.167	0.67	0.1293	-0.049267
15.3	0.68333	0.0969	-0.0317
13.5	0.71667	0.0632	-0.0176
11.833	0.73667	0.043667	-0.0161
9.9333	0.69667	0.032033	-0.016033
8	0.62667	0.020233	-0.015933
6.3333	0.54667	0.011833	-0.0196
4.3	0.45667	0.0062333	-0.026367
2.5	0.32	0.005	-0.030467
0.96667	0.16333	0.007	-0.027933
-0.3	0.0066667	0.0054333	-0.024833
-1.6	-0.12333	0.0071	-0.022133
-2.5	-0.23333	0.0068667	-0.0161
-2.9033	-0.29	0.0069	-0.015767
-3.3333	-0.32333	0.0089667	-0.011967
-3.4703	-0.32333	0.0087667	-0.015667
-3.5053	-0.32	0.0091667	-0.015433
-3.3733	-0.30333	0.0082333	-0.0183
